,Price,Location,History,Millage,Ratings,Year,Make,Model,Transmission,Fuel
1614,"₦ 1,032,500","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"150,243Km",C,2002,Mercedes-Benz,C240,Automatic,Petrol
1615,"₦ 3,395,000","Ibadan - SNB                                        ,Ibadan",Foreign Used,"207,456Km",D,2007,BMW,3 Series,Automatic,Petrol
1616,"₦ 807,500",Mainland 3 - SNB,Nigerian Used,"271,311Km",D,1999,Mercedes-Benz,ML430,Automatic,Petrol
1617,"₦ 1,538,750","Abuja - SNB                                        ,Abuja",Nigerian Used,"119,448Km",D,2009,Suzuki,Grand Vitara,Automatic,Petrol
1618,"₦ 4,520,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"131,346Km",C,2012,Honda,Pilot,Automatic,Petrol
1619,"₦ 37,145,000","Island - SNB                                        ,Lagos",Nigerian Used,"5,760Km",C,2018,Mercedes-Benz,GLE43,Automatic,Petrol
1620,"₦ 1,145,000","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"2,908Km",D,2002,Toyota,Camry,Automatic,Petrol
1621,"₦ 1,538,750","SNB                                        ,Owerri",Nigerian Used,2003,D,NG-643934,Toyota,Corolla,Automatic,Petrol
1622,"₦ 13,520,000","Island - SNB                                        ,Lagos",Nigerian Used,"35,446Km",E,2016,Lexus,Rx 350,Automatic,Petrol
1623,"₦ 2,663,750","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"85,257Km",C,2009,Toyota,Camry,Automatic,Petrol
1624,"₦ 1,482,500","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"148,859Km",D,2007,Toyota,Corolla,Automatic,Petrol
1625,"₦ 2,935,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"71,244Km",C,2013,Volkswagen,CC,Automatic,Petrol
1626,"₦ 2,101,250","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"159,324Km",C,2007,Saturn,VUE,Automatic,Petrol
1627,"₦ 807,500","SNB                                        ,Owerri",Nigerian Used,1999,E,NG-643570,Toyota,Sienna,Automatic,Petrol
1628,"₦ 1,145,000","Island - SNB                                        ,Lagos",Nigerian Used,"159,061Km",D,2004,Nissan,Armada,Automatic,Petrol
1629,"₦ 751,250","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"169,543Km",E,1999,Honda,Cr-V,Automatic,Petrol
1630,"₦ 1,392,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"125,888Km",E,2004,Toyota,Matrix,Automatic,Petrol
1631,"₦ 2,832,500",Mainland 3 - SNB,Foreign Used,"146,206Km",C,2011,Hyundai,Sonata,Automatic,Petrol
1632,"₦ 3,170,000","SNB                                        ,Owerri",Nigerian Used,"154,341Km",D,2005,Lexus,Rx 330,Automatic,Petrol
1633,"₦ 1,370,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"143,097Km",D,2002,Toyota,Camry,Automatic,Petrol
1634,"₦ 1,191,250","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"143,810Km",D,1999,Lexus,Rx 300,Automatic,Petrol
1635,"₦ 582,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"109,738Km",D,2003,Honda,Accord,Automatic,Petrol
1636,"₦ 2,270,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"125,624Km",D,2010,Honda,Accord Crosstour,Automatic,Petrol
1637,"₦ 1,145,000","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"179,260Km",D,2003,Mercedes-Benz,Clk320,Automatic,Petrol
1638,"₦ 1,426,250","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"39,936Km",C,2003,Toyota,Corolla,Automatic,Petrol
1639,"₦ 1,595,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"111,509Km",D,2007,Toyota,Camry,Automatic,Petrol
1640,"₦ 2,495,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"46,343Km",,2003,Toyota,Corolla,Automatic,Petrol
1641,"₦ 2,045,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"134,758Km",C,2013,Kia,Cerato,Automatic,Petrol
1642,"₦ 2,710,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"224,799Km",C,2009,Ford,Edge,Automatic,Petrol
1643,"₦ 638,750","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"125,376Km",E,1998,Toyota,Sienna,Automatic,Petrol
1644,"₦ 1,482,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"90,062Km",D,2011,Honda,Accord,Automatic,Petrol
1645,"₦ 1,482,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"119,210Km",E,2005,Dodge,Ram,Automatic,Petrol
1646,"₦ 313,750","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"250,836Km",E,1998,Honda,Accord,Automatic,Petrol
1647,"₦ 1,257,500","Abuja - SNB                                        ,Abuja",Nigerian Used,2006,D,NG-641333,Peugeot,407,Automatic,Petrol
1648,"₦ 1,370,000","SNB                                        ,Owerri",Nigerian Used,2005,E,NG-641667,Nissan,Pathfinder,Automatic,Petrol
1649,"₦ 4,295,000","Onitsha - SNB                                        ,Onitsha",Foreign Used,"13,975Km",B,2012,Toyota,Corolla,Automatic,Petrol
1650,"₦ 2,213,750",Mainland 3 - SNB,Nigerian Used,"68,905Km",D,2009,Toyota,Camry,Automatic,Petrol
1651,"₦ 3,732,500","Island - SNB                                        ,Lagos",Nigerian Used,"115,698Km",E,2013,Honda,Accord,Automatic,Petrol
1652,"₦ 1,257,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"219,073Km",C,2008,Peugeot,308,Automatic,Petrol
1653,"₦ 2,832,500","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"181,181Km",C,2009,Honda,Accord,Automatic,Petrol
1654,"₦ 3,385,000","Ibadan - SNB                                        ,Ibadan",Foreign Used,"195,219Km",C,2009,Mercedes-Benz,R350,Automatic,Petrol
1655,"₦ 1,707,500","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"138,063Km",D,2004,Mercedes-Benz,E500,Automatic,Petrol
1656,"₦ 2,260,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"67,456Km",C,2012,Hyundai,Santa Fe,Automatic,Petrol
1657,"₦ 572,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"190,198Km",D,2002,Mercedes-Benz,Ml350,Automatic,Petrol
1658,"₦ 9,582,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"125,758Km",C,2012,Audi,Q7,Automatic,Petrol
1659,"₦ 1,257,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"143,811Km",C,2008,Honda,Accord,Automatic,Petrol
1660,"₦ 3,057,500","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"117,360Km",C,2010,Toyota,Camry,Automatic,Petrol
1661,"₦ 3,845,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"122,632Km",C,2009,Honda,Accord,Automatic,Petrol
1662,"₦ 2,832,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"60,229Km",D,2006,Land,Rover Range Rover Sport,Automatic,Petrol
1663,"₦ 1,707,500","Kaduna SNB                                        ,Kaduna",Nigerian Used,"138,989Km",C,2008,Peugeot,308,Automatic,Petrol
1664,"₦ 3,160,000",Mainland 3 - SNB,Foreign Used,"146,207Km",D,2008,Land,Rover Lr2,Automatic,Petrol
1665,"₦ 6,432,500","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"35,498Km",D,2016,Toyota,Corolla,Automatic,Petrol
1666,"₦ 920,000","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"132,138Km",C,1999,Jaguar,S-Type,Automatic,Petrol
1667,"₦ 3,395,000","Island - SNB                                        ,Lagos",Nigerian Used,"103,295Km",D,2011,Lexus,Es 350,Automatic,Petrol
1668,"₦ 728,750","SNB                                        ,Owerri",Nigerian Used,"273,356Km",D,2002,Honda,Cr-V,Automatic,Petrol
1669,"₦ 1,482,500","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"102,045Km",C,2008,Honda,Accord,Automatic,Petrol
1670,"₦ 8,457,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"6,356Km",B,2019,Kia,Cerato,Automatic,Petrol
1671,"₦ 1,370,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"135,835Km",D,2003,Honda,Accord,Automatic,Petrol
1672,"₦ 301,250","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"200,518Km",E,1997,Honda,Accord,Automatic,Petrol
1673,"₦ 4,520,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"127,260Km",C,2008,Toyota,Highlander,Automatic,Petrol
1674,"₦ 5,532,500","Ibadan - SNB                                        ,Ibadan",Foreign Used,"23,457Km",E,2016,Honda,Accord,Automatic,Petrol
1675,"₦ 1,707,500","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"128,727Km",E,2007,Audi,A4,Automatic,Petrol
1676,"₦ 3,957,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"134,789Km",C,2014,Toyota,Corolla,Automatic,Petrol
1677,"₦ 3,957,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"103,696Km",C,2014,Toyota,Corolla,Automatic,Petrol
1678,"₦ 1,482,500",Mainland 3 - SNB,Nigerian Used,"192,120Km",D,2008,Ford,Escape,Automatic,Petrol
1679,"₦ 6,770,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"73,731Km",C,2016,Hyundai,Creta,Automatic,Petrol
1680,"₦ 5,082,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"46,229Km",,2017,Toyota,Corolla,Automatic,Petrol
1681,"₦ 3,957,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"117,793Km",C,2014,Toyota,Corolla,Automatic,Petrol
1682,"₦ 1,932,500","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"108,194Km",E,2003,Toyota,4Runner,Automatic,Petrol
1683,"₦ 920,000","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"165,828Km",E,2001,Nissan,Pathfinder,Automatic,Petrol
1684,"₦ 516,250","SNB                                        ,Owerri",Nigerian Used,2000,D,NG-639194,HONDA,Legend,Automatic,Petrol
1685,"₦ 3,507,500","Abuja - SNB                                        ,Abuja",Foreign Used,"112,226Km",C,2007,Toyota,Rav4,Automatic,Petrol
1686,"₦ 797,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"176,889Km",E,2003,Infiniti,Qx,Automatic,Petrol
1687,"₦ 560,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"158,437Km",D,2004,Honda,Accord,Automatic,Petrol
1688,"₦ 3,395,000","Kaduna SNB                                        ,Kaduna",Nigerian Used,"149,660Km",C,2013,Ford,Fusion,Automatic,Petrol
1689,"₦ 3,395,000","SNB                                        ,Owerri",Nigerian Used,"200,932Km",D,2005,Toyota,HiAce,Automatic,Petrol
1690,"₦ 2,382,500","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"85,664Km",C,2010,Kia,Optima,Automatic,Petrol
1691,"₦ 6,207,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"62,275Km",C,2016,Hyundai,Creta,Automatic,Petrol
1692,"₦ 8,457,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"6,413Km",A,2019,Kia,Cerato,Automatic,Petrol
1693,"₦ 1,032,500","Island - SNB                                        ,Lagos",Nigerian Used,"164,378Km",D,2010,Honda,Civic,Automatic,Petrol
1694,"₦ 8,457,500",Mainland 3 - SNB,Nigerian Used,"8,949Km",B,2019,Kia,Cerato,Automatic,Petrol
1695,"₦ 2,832,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"82,706Km",C,2012,Honda,Civic,Automatic,Petrol
1696,"₦ 460,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"157,433Km",E,2001,Nissan,Pathfinder,Automatic,Petrol
1697,"₦ 695,000","SNB                                        ,Owerri",Nigerian Used,"117,234Km",C,2003,Honda,Accord,Automatic,Petrol
1698,"₦ 5,645,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"44,655Km",C,2014,Ford,Escape,Automatic,Petrol
1699,"₦ 1,707,500","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"173,255Km",D,2008,Honda,Pilot,Automatic,Petrol
1700,"₦ 582,500",Mainland 3 - SNB,Nigerian Used,"326,952Km",E,2001,Nissan,Maxima,Automatic,Petrol
1701,"₦ 3,385,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"93,497Km",C,2009,Lexus,Es 350,Automatic,Petrol
1702,"₦ 357,500",Mainland 3 - SNB,Nigerian Used,"999,999Km",D,2000,Opel,frontera,Automatic,Petrol
1703,"₦ 9,357,500","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"19,717Km",C,2017,Toyota,Corolla,Automatic,Petrol
1704,"₦ 920,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"316,665Km",E,2001,Mercedes-Benz,C180,Automatic,Petrol
1705,"₦ 2,607,500",Mainland 3 - SNB,Foreign Used,"201,082Km",C,2008,Ford,Escape,Automatic,Petrol
1706,"₦ 1,145,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"182,161Km",D,2004,Acura,Mdx,Automatic,Petrol
1707,"₦ 1,707,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"106,334Km",D,2002,Toyota,Highlander,Automatic,Petrol
1708,"₦ 3,620,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"122,657Km",C,2010,Mercedes-Benz,C350,Automatic,Petrol
1709,"₦ 1,032,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"109,262Km",E,2003,Toyota,Camry,Automatic,Petrol
1710,"₦ 413,750","Island - SNB                                        ,Lagos",Nigerian Used,"163,981Km",E,2009,Kia,Rio,Automatic,Petrol
1711,"₦ 6,545,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"122,222Km",C,2008,Mercedes-Benz,Gl450,Automatic,Petrol
1712,"₦ 4,745,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"98,583Km",E,2010,Mercedes-Benz,Ml350,Automatic,Petrol
1713,"₦ 2,832,500","Island - SNB                                        ,Lagos",Foreign Used,"212,670Km",C,2008,Lexus,Is 250,Automatic,Petrol
1714,"₦ 1,145,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"107,833Km",D,2008,Volkswagen,Passat,Automatic,Petrol
1715,"₦ 1,257,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"165,826Km",,2003,Mercedes-Benz,E320,Automatic,Petrol
1716,"₦ 3,395,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"74,007Km",D,2008,Mercedes-Benz,Gl550,Automatic,Petrol
1717,"₦ 1,763,750","Abuja - SNB                                        ,Abuja",Nigerian Used,"92,502Km",C,2008,Honda,Accord,Automatic,Petrol
1718,"₦ 2,270,000",Mainland 3 - SNB,Nigerian Used,"194,538Km",C,2009,Mazda,Cx-7,Automatic,Petrol
1719,"₦ 998,750","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"77,495Km",C,2004,Honda,Accord,Automatic,Petrol
1720,"₦ 2,832,500","Island - SNB                                        ,Lagos",Nigerian Used,"82,908Km",E,2006,Mercedes-Benz,Ml500,Automatic,Petrol
1721,"₦ 3,170,000",Mainland 3 - SNB,Foreign Used,"126,459Km",D,2003,Toyota,Highlander,Automatic,Petrol
1722,"₦ 1,595,000",Mainland 3 - SNB,Nigerian Used,"48,241Km",C,2010,Chrysler,300,Automatic,Petrol
1723,"₦ 1,763,750","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"79,873Km",E,2007,Honda,Pilot,Automatic,Petrol
1724,"₦ 1,370,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"95,268Km",D,1999,Lexus,Rx 300,Automatic,Petrol
1725,"₦ 807,500","SNB                                        ,Owerri",Nigerian Used,2003,D,NG-634910,Nissan,Pathfinder,Automatic,Petrol
1726,"₦ 6,770,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"82,742Km",D,2009,BMW,7 Series,Automatic,Petrol
1727,"₦ 4,182,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"65,687Km",D,2008,Land,Rover Range Rover Sport,Automatic,Petrol
1728,"₦ 3,957,500","Ibadan - SNB                                        ,Ibadan",Foreign Used,"57,429Km",E,2013,Acura,Mdx,Automatic,Petrol
1729,"₦ 2,438,750","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,2004,D,NG-634063,Lexus,Rx 330,Automatic,Petrol
1730,"₦ 3,395,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"77,475Km",C,2009,Mercedes-Benz,C350,Automatic,Petrol
1731,"₦ 1,370,000","Island - SNB                                        ,Lagos",Nigerian Used,"295,335Km",E,2006,Mercedes-Benz,E350,Automatic,Petrol
1732,"₦ 2,270,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"54,778Km",E,2007,Acura,Mdx,Automatic,Petrol
1733,"₦ 920,000",Mainland 3 - SNB,Nigerian Used,"156,497Km",D,2007,Nissan,Pathfinder,Automatic,Petrol
1734,"₦ 2,382,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"109,898Km",C,2010,Honda,Accord Crosstour,Automatic,Petrol
1735,"₦ 976,250","Abuja - SNB                                        ,Abuja",Nigerian Used,"132,550Km",D,2006,Honda,Accord,Automatic,Petrol
